6.1893,6.1893,6.1893
6.2082,6.2082,6.2082
5.385,5.385,5.385
5.4476,5.4476,5.4476
5.0913,5.0913,5.0913
8.7597,8.7597,8.7597
7.6811,7.6811,7.6811
5.8165,5.8165,5.8165
6.4279,6.4279,6.4279
5.954,5.954,5.954
5.5526,5.5526,5.5526
5.3973,5.3973,5.3973
5.2332,5.2332,5.2332
7.127,7.127,7.127
7.4818,7.4818,7.4818
8.3663,8.3663,8.3663
6.5864,6.5864,6.5864
6.8434,6.8434,6.8434
6.5013,6.5013,6.5013
8.9502,8.9502,8.9502
7.4552,7.4552,7.4552
7.0238,7.0238,7.0238
10.473,10.473,10.473
9.4345,9.4345,9.4345
10.236,10.236,10.236
8.1945,8.1945,8.1945
8.8929,8.8929,8.8929
9.3146,9.3146,9.3146
10.386,10.386,10.386
8.6081,8.6081,8.6081
7.9614,7.9614,7.9614
7.5411,7.5411,7.5411
9.8495,9.8495,9.8495
9.6633,9.6633,9.6633
9.2253,9.2253,9.2253
10.717,10.717,10.717
9.7763,9.7763,9.7763
8.3761,8.3761,8.3761
8.0904,8.0904,8.0904
7.6388,7.6388,7.6388
7.2706,7.2706,7.2706
7.1116,7.1116,7.1116
6.5589,6.5589,6.5589
6.1092,6.1092,6.1092
6.012,6.012,6.012
8.2046,8.2046,8.2046
7.0722,7.0722,7.0722
6.6741,6.6741,6.6741
6.0931,6.0931,6.0931
5.7104,5.7104,5.7104
8.4914,8.4914,8.4914
7.9996,7.9996,7.9996
8.1882,8.1882,8.1882
7.5542,7.5542,7.5542
6.5509,6.5509,6.5509
6.6463,6.6463,6.6463
9.0723,9.0723,9.0723
6.6336,6.6336,6.6336
7.8713,7.8713,7.8713
6.3666,6.3666,6.3666
6.4646,6.4646,6.4646
8.7926,8.7926,8.7926
7.4293,7.4293,7.4293
8.0035,8.0035,8.0035
7.0268,7.0268,7.0268
6.4172,6.4172,6.4172
6.2552,6.2552,6.2552
7.1658,7.1658,7.1658
6.6988,6.6988,6.6988
6.6834,6.6834,6.6834
7.392,7.392,7.392
8.8218,8.8218,8.8218
8.6605,8.6605,8.6605
8.5433,8.5433,8.5433
10.161,10.161,10.161
8.6127,8.6127,8.6127
10.212,10.212,10.212
8.8622,8.8622,8.8622
9.5667,9.5667,9.5667
9.0913,9.0913,9.0913
8.6005,8.6005,8.6005
9.0656,9.0656,9.0656
8.6065,8.6065,8.6065
8.3363,8.3363,8.3363
8.4149,8.4149,8.4149
8.381,8.381,8.381
7.9681,7.9681,7.9681
9.4801,9.4801,9.4801
8.1379,8.1379,8.1379
7.7426,7.7426,7.7426
10.058,10.058,10.058
8.5798,8.5798,8.5798
7.9101,7.9101,7.9101
7.9603,7.9603,7.9603
7.2428,7.2428,7.2428
7.0592,7.0592,7.0592
8.3402,8.3402,8.3402
7.5128,7.5128,7.5128
7.2185,7.2185,7.2185
6.5919,6.5919,6.5919
7.7714,7.7714,7.7714
6.0266,6.0266,6.0266
5.9143,5.9143,5.9143
5.8401,5.8401,5.8401
9.1544,9.1544,9.1544
8.7483,8.7483,8.7483
9.2599,9.2599,9.2599
8.9575,8.9575,8.9575
8.7509,8.7509,8.7509
9.3869,9.3869,9.3869
7.7751,7.7751,7.7751
6.9991,6.9991,6.9991
6.6247,6.6247,6.6247
8.2244,8.2244,8.2244
7.6447,7.6447,7.6447
7.2702,7.2702,7.2702
6.6678,6.6678,6.6678
6.6046,6.6046,6.6046
6.6073,6.6073,6.6073
8.329,8.329,8.329
7.1127,7.1127,7.1127
7.0588,7.0588,7.0588
6.8584,6.8584,6.8584
6.7266,6.7266,6.7266
6.7183,6.7183,6.7183
7.772,7.772,7.772
9.2835,9.2835,9.2835
8.6056,8.6056,8.6056
7.6648,7.6648,7.6648
8.4924,8.4924,8.4924
7.9582,7.9582,7.9582
7.6376,7.6376,7.6376
7.5561,7.5561,7.5561
8.1574,8.1574,8.1574
7.8866,7.8866,7.8866
8.8556,8.8556,8.8556
8.1948,8.1948,8.1948
7.4855,7.4855,7.4855
7.1157,7.1157,7.1157
8.1178,8.1178,8.1178
9.0005,9.0005,9.0005
7.2826,7.2826,7.2826
6.8416,6.8416,6.8416
6.8091,6.8091,6.8091
6.5838,6.5838,6.5838
7.1947,7.1947,7.1947
7.4622,7.4622,7.4622
6.8232,6.8232,6.8232
7.8222,7.8222,7.8222
7.984,7.984,7.984
10.16,10.16,10.16
8.8026,8.8026,8.8026
8.2639,8.2639,8.2639
8.7271,8.7271,8.7271
8.1829,8.1829,8.1829
10.79,10.79,10.79
8.8987,8.8987,8.8987
8.1354,8.1354,8.1354
7.5193,7.5193,7.5193
6.8302,6.8302,6.8302
6.4948,6.4948,6.4948
6.7043,6.7043,6.7043
5.8018,5.8018,5.8018
7.0612,7.0612,7.0612
5.9972,5.9972,5.9972
6.4816,6.4816,6.4816
6.2321,6.2321,6.2321
6.1563,6.1563,6.1563
6.6892,6.6892,6.6892
5.8213,5.8213,5.8213
5.5142,5.5142,5.5142
5.2412,5.2412,5.2412
8.6605,8.6605,8.6605
6.8767,6.8767,6.8767
8.6457,8.6457,8.6457
7.896,7.896,7.896
6.9483,6.9483,6.9483
8.8961,8.8961,8.8961
7.9028,7.9028,7.9028
8.228,8.228,8.228
8.6754,8.6754,8.6754
8.4564,8.4564,8.4564
9.2758,9.2758,9.2758
9.9498,9.9498,9.9498
9.7337,9.7337,9.7337
8.6412,8.6412,8.6412
9.9118,9.9118,9.9118
8.8084,8.8084,8.8084
9.5028,9.5028,9.5028
8.2367,8.2367,8.2367
9.4193,9.4193,9.4193
9.1734,9.1734,9.1734
8.1551,8.1551,8.1551
8.2001,8.2001,8.2001
8.2621,8.2621,8.2621
9.5635,9.5635,9.5635
7.6534,7.6534,7.6534
7.1295,7.1295,7.1295
7.1295,7.1295,7.1295
7.6963,7.6963,7.6963
7.7366,7.7366,7.7366
7.3419,7.3419,7.3419
8.014,8.014,8.014
6.8573,6.8573,6.8573
9.0531,9.0531,9.0531
7.5584,7.5584,7.5584
8.081,8.081,8.081
8.7895,8.7895,8.7895
7.6607,7.6607,7.6607
7.2047,7.2047,7.2047
10.368,10.368,10.368
8.664,8.664,8.664
9.9947,9.9947,9.9947
8.2409,8.2409,8.2409
7.4191,7.4191,7.4191
7.0544,7.0544,7.0544
6.8632,6.8632,6.8632
7.4126,7.4126,7.4126
6.5808,6.5808,6.5808
6.3759,6.3759,6.3759
6.139,6.139,6.139
6.3469,6.3469,6.3469
6.7187,6.7187,6.7187
6.0049,6.0049,6.0049
7.0921,7.0921,7.0921
6.1911,6.1911,6.1911
6.0364,6.0364,6.0364
5.9638,5.9638,5.9638
6.0502,6.0502,6.0502
8.0002,8.0002,8.0002
7.0794,7.0794,7.0794
7.8272,7.8272,7.8272
8.3518,8.3518,8.3518
7.2761,7.2761,7.2761
7.1346,7.1346,7.1346
9.7598,9.7598,9.7598
8.3597,8.3597,8.3597
9.2655,9.2655,9.2655
7.9719,7.9719,7.9719
8.4862,8.4862,8.4862
8.7861,8.7861,8.7861
7.9078,7.9078,7.9078
7.8372,7.8372,7.8372
8.0095,8.0095,8.0095
9.0149,9.0149,9.0149
8.9421,8.9421,8.9421
8.6207,8.6207,8.6207
7.2845,7.2845,7.2845
6.6149,6.6149,6.6149
6.2196,6.2196,6.2196
9.2091,9.2091,9.2091
8.6098,8.6098,8.6098
7.1018,7.1018,7.1018
7.2996,7.2996,7.2996
8.8513,8.8513,8.8513
6.4794,6.4794,6.4794
5.7388,5.7388,5.7388
6.4401,6.4401,6.4401
5.7024,5.7024,5.7024
5.3982,5.3982,5.3982
5.9738,5.9738,5.9738
5.6237,5.6237,5.6237
9.7796,9.7796,9.7796
8.2815,8.2815,8.2815
7.8862,7.8862,7.8862
6.2638,6.2638,6.2638
6.5278,6.5278,6.5278
5.751,5.751,5.751
5.384,5.384,5.384
5.4852,5.4852,5.4852
5.4081,5.4081,5.4081
5.3471,5.3471,5.3471
5.3318,5.3318,5.3318
6.1008,6.1008,6.1008
5.4112,5.4112,5.4112
9.6236,9.6236,9.6236
7.1924,7.1924,7.1924
6.9182,6.9182,6.9182
6.6514,6.6514,6.6514
6.7828,6.7828,6.7828
7.3938,7.3938,7.3938
8.8058,8.8058,8.8058
8.2446,8.2446,8.2446
7.417,7.417,7.417
8.7242,8.7242,8.7242
7.9762,7.9762,7.9762
7.5694,7.5694,7.5694
7.4983,7.4983,7.4983
8.2657,8.2657,8.2657
7.4663,7.4663,7.4663
7.251,7.251,7.251
8.985,8.985,8.985
7.7766,7.7766,7.7766
7.6389,7.6389,7.6389
8.9403,8.9403,8.9403
9.1786,9.1786,9.1786
8.296,8.296,8.296
7.6161,7.6161,7.6161
8.0087,8.0087,8.0087
6.8429,6.8429,6.8429
6.5605,6.5605,6.5605
6.1012,6.1012,6.1012
5.8263,5.8263,5.8263
6.346,6.346,6.346
6.5123,6.5123,6.5123
7.3623,7.3623,7.3623
6.3666,6.3666,6.3666
6.4046,6.4046,6.4046
8.1482,8.1482,8.1482
8.3018,8.3018,8.3018
8.4303,8.4303,8.4303
7.915,7.915,7.915
7.0659,7.0659,7.0659
5.6076,5.6076,5.6076
5.3716,5.3716,5.3716
5.5126,5.5126,5.5126
5.5397,5.5397,5.5397
5.8947,5.8947,5.8947
4.8465,4.8465,4.8465
4.2781,4.2781,4.2781
4.0535,4.0535,4.0535
5.3776,5.3776,5.3776
4.9163,4.9163,4.9163
4.8227,4.8227,4.8227
4.8347,4.8347,4.8347
4.8057,4.8057,4.8057
4.7698,4.7698,4.7698
4.7095,4.7095,4.7095
4.7095,4.7095,4.7095
4.6738,4.6738,4.6738
5.2396,5.2396,5.2396
5.7611,5.7611,5.7611
5.8588,5.8588,5.8588
6.2186,6.2186,6.2186
5.553,5.553,5.553
5.4441,5.4441,5.4441
5.5906,5.5906,5.5906
5.9436,5.9436,5.9436
5.7918,5.7918,5.7918
6.7985,6.7985,6.7985
8.6172,8.6172,8.6172
7.1429,7.1429,7.1429
7.6285,7.6285,7.6285
8.8373,8.8373,8.8373
7.1034,7.1034,7.1034
7.2808,7.2808,7.2808
7.9921,7.9921,7.9921
7.0857,7.0857,7.0857
7.1955,7.1955,7.1955
6.5504,6.5504,6.5504
6.2523,6.2523,6.2523
7.9861,7.9861,7.9861
6.3258,6.3258,6.3258
9.0987,9.0987,9.0987
7.9618,7.9618,7.9618
5.9386,5.9386,5.9386
6.9777,6.9777,6.9777
7.3005,7.3005,7.3005
5.9623,5.9623,5.9623
5.5718,5.5718,5.5718
6.3563,6.3563,6.3563
7.0138,7.0138,7.0138
6.139,6.139,6.139
6.7072,6.7072,6.7072
6.1297,6.1297,6.1297
8.5556,8.5556,8.5556
8.8929,8.8929,8.8929
7.8532,7.8532,7.8532
6.8021,6.8021,6.8021
7.9428,7.9428,7.9428
6.7361,6.7361,6.7361
6.0763,6.0763,6.0763
8.4368,8.4368,8.4368
5.8357,5.8357,5.8357
7.7992,7.7992,7.7992
9.6111,9.6111,9.6111
8.2187,8.2187,8.2187
7.2258,7.2258,7.2258
6.7405,6.7405,6.7405
6.5793,6.5793,6.5793
9.2383,9.2383,9.2383
8.2699,8.2699,8.2699
8.9475,8.9475,8.9475
8.3641,8.3641,8.3641
8.259,8.259,8.259
9.5064,9.5064,9.5064
8.4082,8.4082,8.4082
8.0298,8.0298,8.0298
9.0889,9.0889,9.0889
9.3843,9.3843,9.3843
9.1616,9.1616,9.1616
9.7282,9.7282,9.7282
8.2529,8.2529,8.2529
7.6639,7.6639,7.6639
7.4277,7.4277,7.4277
9.4393,9.4393,9.4393
8.4034,8.4034,8.4034
8.7812,8.7812,8.7812
8.6517,8.6517,8.6517
7.7003,7.7003,7.7003
7.9949,7.9949,7.9949
9.4549,9.4549,9.4549
7.9658,7.9658,7.9658
7.248,7.248,7.248
7.1394,7.1394,7.1394
6.844,6.844,6.844
7.707,7.707,7.707
6.7935,6.7935,6.7935
7.6235,7.6235,7.6235
7.1263,7.1263,7.1263
6.6014,6.6014,6.6014
6.307,6.307,6.307
8.0512,8.0512,8.0512
9.2703,9.2703,9.2703
7.5418,7.5418,7.5418
6.6984,6.6984,6.6984
5.9116,5.9116,5.9116
5.2832,5.2832,5.2832
5.0006,5.0006,5.0006
4.7212,4.7212,4.7212
5.8833,5.8833,5.8833
5.624,5.624,5.624
5.6387,5.6387,5.6387
5.2517,5.2517,5.2517
5.3575,5.3575,5.3575
5.6337,5.6337,5.6337
5.2062,5.2062,5.2062
4.9338,4.9338,4.9338
4.7371,4.7371,4.7371
4.5581,4.5581,4.5581
4.9045,4.9045,4.9045
5.6514,5.6514,5.6514
5.4298,5.4298,5.4298
5.0702,5.0702,5.0702
4.3907,4.3907,4.3907
4.3464,4.3464,4.3464
4.3068,4.3068,4.3068
6.1899,6.1899,6.1899
8.6546,8.6546,8.6546
6.8802,6.8802,6.8802
8.9843,8.9843,8.9843
7.1106,7.1106,7.1106
6.6126,6.6126,6.6126
7.9123,7.9123,7.9123
9.8006,9.8006,9.8006
8.9087,8.9087,8.9087
8.156,8.156,8.156
9.1274,9.1274,9.1274
9.4648,9.4648,9.4648
9.5614,9.5614,9.5614
9.3414,9.3414,9.3414
8.1715,8.1715,8.1715
10.051,10.051,10.051
8.9259,8.9259,8.9259
8.5114,8.5114,8.5114
7.3701,7.3701,7.3701
8.2466,8.2466,8.2466
6.6439,6.6439,6.6439
7.9694,7.9694,7.9694
6.5822,6.5822,6.5822
5.7203,5.7203,5.7203
5.8304,5.8304,5.8304
5.991,5.991,5.991
5.2883,5.2883,5.2883
4.8866,4.8866,4.8866
5.7295,5.7295,5.7295
8.4158,8.4158,8.4158
5.608,5.608,5.608
7.9742,7.9742,7.9742
7.5687,7.5687,7.5687
5.8418,5.8418,5.8418
5.8594,5.8594,5.8594
5.8562,5.8562,5.8562
4.2767,4.2767,4.2767
4.7086,4.7086,4.7086
9.1618,9.1618,9.1618
7.6816,7.6816,7.6816
10.037,10.037,10.037
8.2797,8.2797,8.2797
9.5708,9.5708,9.5708
9.5922,9.5922,9.5922
7.8077,7.8077,7.8077
6.7749,6.7749,6.7749
6.516,6.516,6.516
6.7109,6.7109,6.7109
9.4477,9.4477,9.4477
8.9005,8.9005,8.9005
8.6663,8.6663,8.6663
7.7772,7.7772,7.7772
7.9223,7.9223,7.9223
8.8578,8.8578,8.8578
8.6737,8.6737,8.6737
8.1156,8.1156,8.1156
7.6787,7.6787,7.6787
7.2491,7.2491,7.2491
7.3857,7.3857,7.3857
10.021,10.021,10.021
9.436,9.436,9.436
8.6409,8.6409,8.6409
8.5757,8.5757,8.5757
7.8228,7.8228,7.8228
7.7079,7.7079,7.7079
7.3563,7.3563,7.3563
6.8045,6.8045,6.8045
6.649,6.649,6.649
8.4037,8.4037,8.4037
7.7996,7.7996,7.7996
7.0509,7.0509,7.0509
6.6274,6.6274,6.6274
7.6874,7.6874,7.6874
7.1301,7.1301,7.1301
7.0305,7.0305,7.0305
5.6237,5.6237,5.6237
6.4479,6.4479,6.4479
7.4595,7.4595,7.4595
5.5373,5.5373,5.5373
6.6371,6.6371,6.6371
7.8166,7.8166,7.8166
9.7104,9.7104,9.7104
9.3959,9.3959,9.3959
7.6475,7.6475,7.6475
8.1271,8.1271,8.1271
8.1356,8.1356,8.1356
8.8082,8.8082,8.8082
7.0249,7.0249,7.0249
7.4586,7.4586,7.4586
9.3107,9.3107,9.3107
11.373,11.373,11.373
8.0412,8.0412,8.0412
7.7968,7.7968,7.7968
7.4099,7.4099,7.4099
7.0706,7.0706,7.0706
7.1913,7.1913,7.1913
6.9383,6.9383,6.9383
6.9194,6.9194,6.9194
7.082,7.082,7.082
7.2872,7.2872,7.2872
6.9877,6.9877,6.9877
9.0469,9.0469,9.0469
7.7285,7.7285,7.7285
7.7408,7.7408,7.7408
10.278,10.278,10.278
8.7539,8.7539,8.7539
9.1663,9.1663,9.1663
8.7513,8.7513,8.7513
9.0688,9.0688,9.0688
9.6179,9.6179,9.6179
10.171,10.171,10.171
8.9496,8.9496,8.9496
8.7252,8.7252,8.7252
8.03,8.03,8.03
7.8937,7.8937,7.8937
7.7563,7.7563,7.7563
8.1703,8.1703,8.1703
7.7589,7.7589,7.7589
7.9028,7.9028,7.9028
8.3534,8.3534,8.3534
7.9308,7.9308,7.9308
8.0216,8.0216,8.0216
8.2902,8.2902,8.2902
7.7865,7.7865,7.7865
8.3934,8.3934,8.3934
8.6475,8.6475,8.6475
7.5896,7.5896,7.5896
7.1139,7.1139,7.1139
6.6345,6.6345,6.6345
7.8635,7.8635,7.8635
6.846,6.846,6.846
8.4171,8.4171,8.4171
9.5419,9.5419,9.5419
7.031,7.031,7.031
6.7357,6.7357,6.7357
6.9983,6.9983,6.9983
6.8572,6.8572,6.8572
6.5774,6.5774,6.5774
6.8821,6.8821,6.8821
6.7708,6.7708,6.7708
5.948,5.948,5.948
7.1122,7.1122,7.1122
6.4229,6.4229,6.4229
6.8752,6.8752,6.8752
6.5479,6.5479,6.5479
8.3028,8.3028,8.3028
7.0719,7.0719,7.0719
6.6684,6.6684,6.6684
6.7632,6.7632,6.7632
6.2683,6.2683,6.2683
7.7128,7.7128,7.7128
7.9522,7.9522,7.9522
7.0803,7.0803,7.0803
6.4739,6.4739,6.4739
6.3887,6.3887,6.3887
7.6503,7.6503,7.6503
7.3011,7.3011,7.3011
7.9825,7.9825,7.9825
9.2728,9.2728,9.2728
9.8821,9.8821,9.8821
8.4463,8.4463,8.4463
7.8313,7.8313,7.8313
7.645,7.645,7.645
7.4883,7.4883,7.4883
8.3141,8.3141,8.3141
8.0696,8.0696,8.0696
8.1706,8.1706,8.1706
9.1665,9.1665,9.1665
7.9156,7.9156,7.9156
7.6451,7.6451,7.6451
7.9278,7.9278,7.9278
8.5463,8.5463,8.5463
8.3464,8.3464,8.3464
7.5478,7.5478,7.5478
7.2806,7.2806,7.2806
6.8342,6.8342,6.8342
6.4283,6.4283,6.4283
7.271,7.271,7.271
6.9476,6.9476,6.9476
6.6348,6.6348,6.6348
6.3936,6.3936,6.3936
6.8142,6.8142,6.8142
7.1219,7.1219,7.1219
6.6361,6.6361,6.6361
7.5341,7.5341,7.5341
6.4126,6.4126,6.4126
6.4169,6.4169,6.4169
5.9786,5.9786,5.9786
7.8902,7.8902,7.8902
5.8713,5.8713,5.8713
6.6957,6.6957,6.6957
5.6269,5.6269,5.6269
5.4214,5.4214,5.4214
5.6233,5.6233,5.6233
5.2523,5.2523,5.2523
8.7114,8.7114,8.7114
6.3721,6.3721,6.3721
7.7763,7.7763,7.7763
8.418,8.418,8.418
7.1723,7.1723,7.1723
8.9641,8.9641,8.9641
9.2584,9.2584,9.2584
9.6515,9.6515,9.6515
9.2772,9.2772,9.2772
7.9137,7.9137,7.9137
7.2924,7.2924,7.2924
7.9186,7.9186,7.9186
7.7004,7.7004,7.7004
7.2759,7.2759,7.2759
7.1572,7.1572,7.1572
9.1989,9.1989,9.1989
8.3053,8.3053,8.3053
8.0459,8.0459,8.0459
7.9743,7.9743,7.9743
9.5497,9.5497,9.5497
10.553,10.553,10.553
8.791,8.791,8.791
8.7472,8.7472,8.7472
9.708,9.708,9.708
8.7531,8.7531,8.7531
8.4292,8.4292,8.4292
8.2026,8.2026,8.2026
9.5828,9.5828,9.5828
8.4563,8.4563,8.4563
